Country,City,District,Neighborhood,Neighborhood_lookup,Subdivision,Lat,Lon,Year,Price/m2
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,,,,2007,3375.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,Ensanche de Vallecas – Valdecarros,40.368166,-3.610482,2007,
Spain,Madrid,Villa de Vallecas,182 Santa Eugenia,Santa Eugenia,,,,2007,3144.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,,,,2007,3432.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,Valdebernardo – Valderribas,40.401672,-3.621428,2007,
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,El Cañaveral - Los Berrocales,40.401441,-3.552554,2007,
Spain,Madrid,Vicálvaro,192 Ambroz,Ambroz,,,,2007,3225.0
Spain,Madrid,San Blas-Canillejas,201 Simancas,Simancas,,,,2007,3640.0
Spain,Madrid,San Blas-Canillejas,202 Hellín,Hellín,,,,2007,3076.0
Spain,Madrid,San Blas-Canillejas,203 Amposta,Amposta,,,,2007,3470.0
Spain,Madrid,San Blas-Canillejas,204 Arcos,Arcos,,,,2007,3382.0
Spain,Madrid,San Blas-Canillejas,205 Rosas,Rosas,,,,2007,3815.0
Spain,Madrid,San Blas-Canillejas,206 Rejas,Rejas,,,,2007,3708.0
Spain,Madrid,San Blas-Canillejas,207 Canillejas,Canillejas,,,,2007,3318.0
Spain,Madrid,San Blas-Canillejas,208 El Salvador,Salvador,,,,2007,3829.0
Spain,Madrid,Barajas,211 Alameda de Osuna,Alameda de Osuna,,,,2007,3752.0
Spain,Madrid,Barajas,212 Aeropuerto,Aeropuerto,,,,2007,
Spain,Madrid,Barajas,213 Casco Histórico de Barajas,Casco Histórico de Barajas,,,,2007,3632.0
Spain,Madrid,Barajas,214 Timón,Timón,,,,2007,3848.0
Spain,Madrid,Barajas,215 Corralejos,Campo de las Naciones-Corralejos,,,,2007,4391.0
Spain,Madrid,Centro,011 Palacio,Palacio,,,,2008,4544.0
Spain,Madrid,Centro,012 Embajadores,Lavapiés-Embajadores,,,,2008,3782.0
Spain,Madrid,Centro,013 Cortes,Huertas-Cortes,,,,2008,4401.0
Spain,Madrid,Centro,014 Justicia,Chueca-Justicia,,,,2008,4992.0
Spain,Madrid,Centro,015 Universidad,Malasaña-Universidad,,,,2008,4263.0
Spain,Madrid,Centro,016 Sol,Sol,,,,2008,4465.0
Spain,Madrid,Arganzuela,021 Imperial,Imperial,,,,2008,3723.0
Spain,Madrid,Arganzuela,022 Las Acacias,Acacias,,,,2008,3940.0
Spain,Madrid,Arganzuela,023 La Chopera,Chopera,,,,2008,3503.0
Spain,Madrid,Arganzuela,024 Legazpi,Legazpi,,,,2008,3916.0
Spain,Madrid,Arganzuela,025 Delicias,Delicias,,,,2008,3820.0
Spain,Madrid,Arganzuela,026 Palos de Moguer,Palos de Moguer,,,,2008,3809.0
Spain,Madrid,Arganzuela,027 Atocha,Atocha,,,,2008,
Spain,Madrid,Retiro,031 Pacífico,Pacífico,,,,2008,3978.0
Spain,Madrid,Retiro,032 Adelfas,Adelfas,,,,2008,4050.0
Spain,Madrid,Retiro,033 Estrella,Estrella,,,,2008,4066.0
Spain,Madrid,Retiro,034 Ibiza,Ibiza,,,,2008,4759.0
Spain,Madrid,Retiro,035 Jerónimos,Jerónimos,,,,2008,5880.0
Spain,Madrid,Retiro,036 Niño Jesús,Niño Jesús,,,,2008,4746.0
Spain,Madrid,Salamanca,041 Recoletos,Recoletos,,,,2008,6965.0
Spain,Madrid,Salamanca,042 Goya,Goya,,,,2008,5030.0
Spain,Madrid,Salamanca,043 Fuente del Berro,Fuente del Berro,,,,2008,4187.0
Spain,Madrid,Salamanca,044 Guindalera,Guindalera,,,,2008,4092.0
Spain,Madrid,Salamanca,045 Lista,Lista,,,,2008,5196.0
Spain,Madrid,Salamanca,046 Castellana,Castellana,,,,2008,6973.0
Spain,Madrid,Chamartín,051 El Viso,El Viso,,,,2008,6439.0
Spain,Madrid,Chamartín,052 Prosperidad,Prosperidad,,,,2008,4223.0
Spain,Madrid,Chamartín,053 Ciudad Jardín,Ciudad Jardín,,,,2008,4227.0
Spain,Madrid,Chamartín,054 Hispanoamérica,Bernabéu-Hispanoamérica,,,,2008,5740.0
Spain,Madrid,Chamartín,055 Nueva España,Nueva España,,,,2008,5880.0
Spain,Madrid,Chamartín,056 Castilla,Castilla,,,,2008,4437.0
Spain,Madrid,Tetuán,061 Bellas Vistas,Bellas Vistas,,,,2008,3508.0
Spain,Madrid,Tetuán,062 Cuatro Caminos,Cuatro Caminos,,,,2008,4285.0
Spain,Madrid,Tetuán,063 Castillejos,Cuzco-Castillejos,,,,2008,4604.0
Spain,Madrid,Tetuán,064 Almenara,Ventilla-Almenara,,,,2008,3607.0
Spain,Madrid,Tetuán,065 Valdeacederas,Valdeacederas,,,,2008,3554.0
Spain,Madrid,Tetuán,066 Berruguete,Berruguete,,,,2008,3360.0
Spain,Madrid,Chamberí,071 Gaztambide,Gaztambide,,,,2008,4555.0
Spain,Madrid,Chamberí,072 Arapiles,Arapiles,,,,2008,4498.0
Spain,Madrid,Chamberí,073 Trafalgar,Trafalgar,,,,2008,4971.0
Spain,Madrid,Chamberí,074 Almagro,Almagro,,,,2008,6243.0
Spain,Madrid,Chamberí,075 Ríos Rosas,Nuevos Ministerios-Ríos Rosas,,,,2008,4731.0
Spain,Madrid,Chamberí,076 Vallehermoso,Vallehermoso,,,,2008,4756.0
Spain,Madrid,Fuencarral-El Pardo,081 El Pardo,El Pardo,,,,2008,
Spain,Madrid,Fuencarral-El Pardo,082 Fuentelarreina,Fuentelarreina,,,,2008,
Spain,Madrid,Fuencarral-El Pardo,083 Peña Grande,Peñagrande,,,,2008,3704.0
Spain,Madrid,Fuencarral-El Pardo,084 El Pilar,Pilar,,,,2008,3495.0
Spain,Madrid,Fuencarral-El Pardo,085 La Paz,La Paz,,,,2008,4114.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,Tres Olivos,40.499431,-3.69177,2008,
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,PAU Las Tablas,40.50596,-3.670523,2008,
Spain,Madrid,Fuencarral-El Pardo,087 Mirasierra,Mirasierra,,,,2008,4302.0
Spain,Madrid,Fuencarral-El Pardo,088 El Goloso,El Goloso,,,,2008,4180.0
Spain,Madrid,Moncloa-Aravaca,091 Casa de Campo,Casa de Campo,,,,2008,3721.0
Spain,Madrid,Moncloa-Aravaca,092 Argüelles,Argüelles,,,,2008,4683.0
Spain,Madrid,Moncloa-Aravaca,093 Ciudad Universitaria,Ciudad Universitaria,,,,2008,4391.0
Spain,Madrid,Moncloa-Aravaca,094 Valdezarza,Valdezarza,,,,2008,3655.0
Spain,Madrid,Moncloa-Aravaca,095 Valdemarín,Valdemarín,,,,2008,5154.0
Spain,Madrid,Moncloa-Aravaca,096 El Plantío,El Plantío,,,,2008,
Spain,Madrid,Moncloa-Aravaca,097 Aravaca,Aravaca,,,,2008,4104.0
Spain,Madrid,Latina,101 Los Cármenes,Los Cármenes,,,,2008,3012.0
Spain,Madrid,Latina,102 Puerta del Ángel,Puerta del Angel,,,,2008,3078.0
Spain,Madrid,Latina,103 Lucero,Lucero,,,,2008,3036.0
Spain,Madrid,Latina,104 Aluche,Aluche,,,,2008,2911.0
Spain,Madrid,Latina,105 Campamento,Campamento,,,,2008,2872.0
Spain,Madrid,Latina,106 Cuatro Vientos,Cuatro Vientos,,,,2008,
Spain,Madrid,Latina,107 Las Águilas,Las Águilas,,,,2008,2842.0
Spain,Madrid,Carabanchel,111 Comillas,Comillas,,,,2008,3050.0
Spain,Madrid,Carabanchel,112 Opañel,Opañel,,,,2008,2973.0
Spain,Madrid,Carabanchel,113 San Isidro,San Isidro,,,,2008,3037.0
Spain,Madrid,Carabanchel,114 Vista Alegre,Vista Alegre,,,,2008,2822.0
Spain,Madrid,Carabanchel,115 Puerta Bonita,Puerta Bonita,,,,2008,2793.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,,,,2008,3161.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,PAU de Carabanchel,40.364258,-3.761437,2008,
Spain,Madrid,Carabanchel,117 Abrantes,Abrantes,,,,2008,2910.0
Spain,Madrid,Usera,121 Orcasitas,Orcasitas,,,,2008,2701.0
Spain,Madrid,Usera,122 Orcasur,12 de Octubre-Orcasur,,,,2008,2802.0
Spain,Madrid,Usera,123 San Fermín,San Fermín,,,,2008,2817.0
Spain,Madrid,Usera,124 Almendrales,Almendrales,,,,2008,2962.0
Spain,Madrid,Usera,125 Moscardó,Moscardó,,,,2008,2919.0
Spain,Madrid,Usera,126 Zofío,Zofío,,,,2008,
Spain,Madrid,Usera,127 Pradolongo,Pradolongo,,,,2008,2837.0
Spain,Madrid,Puente de Vallecas,131 Entrevías,Entrevías,,,,2008,2494.0
Spain,Madrid,Puente de Vallecas,132 San Diego,San Diego,,,,2008,2752.0
Spain,Madrid,Puente de Vallecas,133 Palomeras Bajas,Palomeras Bajas,,,,2008,2804.0
Spain,Madrid,Puente de Vallecas,134 Palomeras Sureste,Palomeras Sureste,,,,2008,2807.0
Spain,Madrid,Puente de Vallecas,135 Portazgo,Portazgo,,,,2008,2770.0
Spain,Madrid,Puente de Vallecas,136 Numancia,Numancia,,,,2008,2942.0
Spain,Madrid,Moratalaz,141 Pavones,Pavones,,,,2008,
Spain,Madrid,Moratalaz,142 Horcajo,Horcajo,,,,2008,
Spain,Madrid,Moratalaz,143 Marroquina,Marroquina,,,,2008,3539.0
Spain,Madrid,Moratalaz,144 Media Legua,Media Legua,,,,2008,3131.0
Spain,Madrid,Moratalaz,145 Fontarrón,Fontarrón,,,,2008,2832.0
Spain,Madrid,Moratalaz,146 Vinateros,Vinateros,,,,2008,3010.0
Spain,Madrid,Ciudad Lineal,151 Ventas,Ventas,,,,2008,3226.0
Spain,Madrid,Ciudad Lineal,152 Pueblo Nuevo,Pueblo Nuevo,,,,2008,3114.0
Spain,Madrid,Ciudad Lineal,153 Quintana,Quintana,,,,2008,3322.0
Spain,Madrid,Ciudad Lineal,154 Concepción,Concepción,,,,2008,3716.0
Spain,Madrid,Ciudad Lineal,155 San Pascual,San Pascual,,,,2008,4352.0
Spain,Madrid,Ciudad Lineal,156 San Juan Bautista,San Juan Bautista,,,,2008,4773.0
Spain,Madrid,Ciudad Lineal,157 Colina,Colina,,,,2008,
Spain,Madrid,Ciudad Lineal,158 Atalaya,Atalaya,,,,2008,
Spain,Madrid,Ciudad Lineal,159 Costillares,Costillares,,,,2008,4396.0
Spain,Madrid,Hortaleza,161 Palomas,Palomas,,,,2008,5250.0
Spain,Madrid,Hortaleza,162 Piovera,Conde Orgaz-Piovera,,,,2008,6086.0
Spain,Madrid,Hortaleza,163 Canillas,Canillas,,,,2008,3678.0
Spain,Madrid,Hortaleza,164 Pinar del Rey,Pinar del Rey,,,,2008,3411.0
Spain,Madrid,Hortaleza,165 Apóstol Santiago,Apóstol Santiago,,,,2008,3093.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,PAU Sanchinarro,40.493694,-3.660339,2008,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Valdebebas – Valdefuentes,40.482496,-3.616277,2008,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Virgen del Cortijo – Manoteras,40.487688,-3.660896,2008,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,El Encinar de los Reyes,40.507724,-3.644881,2008,
Spain,Madrid,Villaverde,171 San Andrés,San Andrés,,,,2008,2587.0
Spain,Madrid,Villaverde,172 San Cristóbal,San Cristóbal,,,,2008,2171.0
Spain,Madrid,Villaverde,173 Butarque,Butarque,,,,2008,2656.0
Spain,Madrid,Villaverde,174 Los Rosales,Los Rosales,,,,2008,2753.0
Spain,Madrid,Villaverde,175 Los Ángeles,Los Ángeles,,,,2008,2566.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,,,,2008,3063.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,Ensanche de Vallecas – Valdecarros,40.368166,-3.610482,2008,
Spain,Madrid,Villa de Vallecas,182 Santa Eugenia,Santa Eugenia,,,,2008,2733.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,,,,2008,3080.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,Valdebernardo – Valderribas,40.401672,-3.621428,2008,
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,El Cañaveral - Los Berrocales,40.401441,-3.552554,2008,
Spain,Madrid,Vicálvaro,192 Ambroz,Ambroz,,,,2008,2688.0
Spain,Madrid,San Blas-Canillejas,201 Simancas,Simancas,,,,2008,3435.0
Spain,Madrid,San Blas-Canillejas,202 Hellín,Hellín,,,,2008,
Spain,Madrid,San Blas-Canillejas,203 Amposta,Amposta,,,,2008,
Spain,Madrid,San Blas-Canillejas,204 Arcos,Arcos,,,,2008,2893.0
Spain,Madrid,San Blas-Canillejas,205 Rosas,Rosas,,,,2008,3562.0
Spain,Madrid,San Blas-Canillejas,206 Rejas,Rejas,,,,2008,3381.0
Spain,Madrid,San Blas-Canillejas,207 Canillejas,Canillejas,,,,2008,2865.0
Spain,Madrid,San Blas-Canillejas,208 El Salvador,Salvador,,,,2008,
Spain,Madrid,Barajas,211 Alameda de Osuna,Alameda de Osuna,,,,2008,3504.0
Spain,Madrid,Barajas,212 Aeropuerto,Aeropuerto,,,,2008,2853.0
Spain,Madrid,Barajas,213 Casco Histórico de Barajas,Casco Histórico de Barajas,,,,2008,
Spain,Madrid,Barajas,214 Timón,Timón,,,,2008,3512.0
Spain,Madrid,Barajas,215 Corralejos,Campo de las Naciones-Corralejos,,,,2008,4083.0
Spain,Madrid,Centro,011 Palacio,Palacio,,,,2009,4239.0
Spain,Madrid,Centro,012 Embajadores,Lavapiés-Embajadores,,,,2009,3601.0
Spain,Madrid,Centro,013 Cortes,Huertas-Cortes,,,,2009,4101.0
Spain,Madrid,Centro,014 Justicia,Chueca-Justicia,,,,2009,4915.0
Spain,Madrid,Centro,015 Universidad,Malasaña-Universidad,,,,2009,4006.0
Spain,Madrid,Centro,016 Sol,Sol,,,,2009,4091.0
Spain,Madrid,Arganzuela,021 Imperial,Imperial,,,,2009,3541.0
Spain,Madrid,Arganzuela,022 Las Acacias,Acacias,,,,2009,3743.0
Spain,Madrid,Arganzuela,023 La Chopera,Chopera,,,,2009,3316.0
Spain,Madrid,Arganzuela,024 Legazpi,Legazpi,,,,2009,3988.0
Spain,Madrid,Arganzuela,025 Delicias,Delicias,,,,2009,3497.0
Spain,Madrid,Arganzuela,026 Palos de Moguer,Palos de Moguer,,,,2009,3477.0
Spain,Madrid,Arganzuela,027 Atocha,Atocha,,,,2009,
Spain,Madrid,Retiro,031 Pacífico,Pacífico,,,,2009,3854.0
Spain,Madrid,Retiro,032 Adelfas,Adelfas,,,,2009,3834.0
Spain,Madrid,Retiro,033 Estrella,Estrella,,,,2009,3950.0
Spain,Madrid,Retiro,034 Ibiza,Ibiza,,,,2009,4622.0
Spain,Madrid,Retiro,035 Jerónimos,Jerónimos,,,,2009,6053.0
Spain,Madrid,Retiro,036 Niño Jesús,Niño Jesús,,,,2009,4537.0
Spain,Madrid,Salamanca,041 Recoletos,Recoletos,,,,2009,6523.0
Spain,Madrid,Salamanca,042 Goya,Goya,,,,2009,4808.0
Spain,Madrid,Salamanca,043 Fuente del Berro,Fuente del Berro,,,,2009,4026.0
Spain,Madrid,Salamanca,044 Guindalera,Guindalera,,,,2009,4035.0
Spain,Madrid,Salamanca,045 Lista,Lista,,,,2009,4853.0
Spain,Madrid,Salamanca,046 Castellana,Castellana,,,,2009,6344.0
Spain,Madrid,Chamartín,051 El Viso,El Viso,,,,2009,6123.0
Spain,Madrid,Chamartín,052 Prosperidad,Prosperidad,,,,2009,4018.0
Spain,Madrid,Chamartín,053 Ciudad Jardín,Ciudad Jardín,,,,2009,4009.0
Spain,Madrid,Chamartín,054 Hispanoamérica,Bernabéu-Hispanoamérica,,,,2009,5223.0
Spain,Madrid,Chamartín,055 Nueva España,Nueva España,,,,2009,5727.0
Spain,Madrid,Chamartín,056 Castilla,Castilla,,,,2009,4176.0
Spain,Madrid,Tetuán,061 Bellas Vistas,Bellas Vistas,,,,2009,3278.0
Spain,Madrid,Tetuán,062 Cuatro Caminos,Cuatro Caminos,,,,2009,4059.0
Spain,Madrid,Tetuán,063 Castillejos,Cuzco-Castillejos,,,,2009,4239.0
Spain,Madrid,Tetuán,064 Almenara,Ventilla-Almenara,,,,2009,3563.0
Spain,Madrid,Tetuán,065 Valdeacederas,Valdeacederas,,,,2009,3360.0
Spain,Madrid,Tetuán,066 Berruguete,Berruguete,,,,2009,3181.0
Spain,Madrid,Chamberí,071 Gaztambide,Gaztambide,,,,2009,4198.0
Spain,Madrid,Chamberí,072 Arapiles,Arapiles,,,,2009,4434.0
Spain,Madrid,Chamberí,073 Trafalgar,Trafalgar,,,,2009,4731.0
Spain,Madrid,Chamberí,074 Almagro,Almagro,,,,2009,6275.0
Spain,Madrid,Chamberí,075 Ríos Rosas,Nuevos Ministerios-Ríos Rosas,,,,2009,4629.0
Spain,Madrid,Chamberí,076 Vallehermoso,Vallehermoso,,,,2009,4473.0
Spain,Madrid,Fuencarral-El Pardo,081 El Pardo,El Pardo,,,,2009,
Spain,Madrid,Fuencarral-El Pardo,082 Fuentelarreina,Fuentelarreina,,,,2009,
Spain,Madrid,Fuencarral-El Pardo,083 Peña Grande,Peñagrande,,,,2009,3667.0
Spain,Madrid,Fuencarral-El Pardo,084 El Pilar,Pilar,,,,2009,3435.0
Spain,Madrid,Fuencarral-El Pardo,085 La Paz,La Paz,,,,2009,3916.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,Tres Olivos,40.499431,-3.69177,2009,2966.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,PAU Las Tablas,40.50596,-3.670523,2009,3860.0
Spain,Madrid,Fuencarral-El Pardo,087 Mirasierra,Mirasierra,,,,2009,4189.0
Spain,Madrid,Fuencarral-El Pardo,088 El Goloso,El Goloso,,,,2009,4248.0
Spain,Madrid,Moncloa-Aravaca,091 Casa de Campo,Casa de Campo,,,,2009,3587.0
Spain,Madrid,Moncloa-Aravaca,092 Argüelles,Argüelles,,,,2009,4610.0
Spain,Madrid,Moncloa-Aravaca,093 Ciudad Universitaria,Ciudad Universitaria,,,,2009,4216.0
Spain,Madrid,Moncloa-Aravaca,094 Valdezarza,Valdezarza,,,,2009,3507.0
Spain,Madrid,Moncloa-Aravaca,095 Valdemarín,Valdemarín,,,,2009,5240.0
Spain,Madrid,Moncloa-Aravaca,096 El Plantío,El Plantío,,,,2009,
Spain,Madrid,Moncloa-Aravaca,097 Aravaca,Aravaca,,,,2009,3880.0
Spain,Madrid,Latina,101 Los Cármenes,Los Cármenes,,,,2009,2930.0
Spain,Madrid,Latina,102 Puerta del Ángel,Puerta del Angel,,,,2009,2792.0
Spain,Madrid,Latina,103 Lucero,Lucero,,,,2009,2705.0
Spain,Madrid,Latina,104 Aluche,Aluche,,,,2009,2608.0
Spain,Madrid,Latina,105 Campamento,Campamento,,,,2009,2644.0
Spain,Madrid,Latina,106 Cuatro Vientos,Cuatro Vientos,,,,2009,
Spain,Madrid,Latina,107 Las Águilas,Las Águilas,,,,2009,2584.0
Spain,Madrid,Carabanchel,111 Comillas,Comillas,,,,2009,2904.0
Spain,Madrid,Carabanchel,112 Opañel,Opañel,,,,2009,2695.0
Spain,Madrid,Carabanchel,113 San Isidro,San Isidro,,,,2009,2885.0
Spain,Madrid,Carabanchel,114 Vista Alegre,Vista Alegre,,,,2009,2553.0
Spain,Madrid,Carabanchel,115 Puerta Bonita,Puerta Bonita,,,,2009,2545.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,,,,2009,2612.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,PAU de Carabanchel,40.364258,-3.761437,2009,3420.0
Spain,Madrid,Carabanchel,117 Abrantes,Abrantes,,,,2009,2760.0
Spain,Madrid,Usera,121 Orcasitas,Orcasitas,,,,2009,2457.0
Spain,Madrid,Usera,122 Orcasur,12 de Octubre-Orcasur,,,,2009,2537.0
Spain,Madrid,Usera,123 San Fermín,San Fermín,,,,2009,2729.0
Spain,Madrid,Usera,124 Almendrales,Almendrales,,,,2009,2636.0
Spain,Madrid,Usera,125 Moscardó,Moscardó,,,,2009,2544.0
Spain,Madrid,Usera,126 Zofío,Zofío,,,,2009,2498.0
Spain,Madrid,Usera,127 Pradolongo,Pradolongo,,,,2009,2533.0
Spain,Madrid,Puente de Vallecas,131 Entrevías,Entrevías,,,,2009,2113.0
Spain,Madrid,Puente de Vallecas,132 San Diego,San Diego,,,,2009,2512.0
Spain,Madrid,Puente de Vallecas,133 Palomeras Bajas,Palomeras Bajas,,,,2009,2628.0
Spain,Madrid,Puente de Vallecas,134 Palomeras Sureste,Palomeras Sureste,,,,2009,2551.0
Spain,Madrid,Puente de Vallecas,135 Portazgo,Portazgo,,,,2009,2507.0
Spain,Madrid,Puente de Vallecas,136 Numancia,Numancia,,,,2009,2596.0
Spain,Madrid,Moratalaz,141 Pavones,Pavones,,,,2009,
Spain,Madrid,Moratalaz,142 Horcajo,Horcajo,,,,2009,
Spain,Madrid,Moratalaz,143 Marroquina,Marroquina,,,,2009,3250.0
Spain,Madrid,Moratalaz,144 Media Legua,Media Legua,,,,2009,3165.0
Spain,Madrid,Moratalaz,145 Fontarrón,Fontarrón,,,,2009,2539.0
Spain,Madrid,Moratalaz,146 Vinateros,Vinateros,,,,2009,2728.0
Spain,Madrid,Ciudad Lineal,151 Ventas,Ventas,,,,2009,2986.0
Spain,Madrid,Ciudad Lineal,152 Pueblo Nuevo,Pueblo Nuevo,,,,2009,2890.0
Spain,Madrid,Ciudad Lineal,153 Quintana,Quintana,,,,2009,3204.0
Spain,Madrid,Ciudad Lineal,154 Concepción,Concepción,,,,2009,3496.0
Spain,Madrid,Ciudad Lineal,155 San Pascual,San Pascual,,,,2009,4049.0
Spain,Madrid,Ciudad Lineal,156 San Juan Bautista,San Juan Bautista,,,,2009,4643.0
Spain,Madrid,Ciudad Lineal,157 Colina,Colina,,,,2009,4146.0
Spain,Madrid,Ciudad Lineal,158 Atalaya,Atalaya,,,,2009,
Spain,Madrid,Ciudad Lineal,159 Costillares,Costillares,,,,2009,4223.0
Spain,Madrid,Hortaleza,161 Palomas,Palomas,,,,2009,5425.0
Spain,Madrid,Hortaleza,162 Piovera,Conde Orgaz-Piovera,,,,2009,5419.0
Spain,Madrid,Hortaleza,163 Canillas,Canillas,,,,2009,3473.0
Spain,Madrid,Hortaleza,164 Pinar del Rey,Pinar del Rey,,,,2009,3317.0
Spain,Madrid,Hortaleza,165 Apóstol Santiago,Apóstol Santiago,,,,2009,3054.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,PAU Sanchinarro,40.493694,-3.660339,2009,4103.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Valdebebas – Valdefuentes,40.482496,-3.616277,2009,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Virgen del Cortijo – Manoteras,40.487688,-3.660896,2009,3088.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,El Encinar de los Reyes,40.507724,-3.644881,2009,
Spain,Madrid,Villaverde,171 San Andrés,San Andrés,,,,2009,2351.0
Spain,Madrid,Villaverde,172 San Cristóbal,San Cristóbal,,,,2009,2028.0
Spain,Madrid,Villaverde,173 Butarque,Butarque,,,,2009,2559.0
Spain,Madrid,Villaverde,174 Los Rosales,Los Rosales,,,,2009,2558.0
Spain,Madrid,Villaverde,175 Los Ángeles,Los Ángeles,,,,2009,2434.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,,,,2009,2603.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,Ensanche de Vallecas – Valdecarros,40.368166,-3.610482,2009,3109.0
Spain,Madrid,Villa de Vallecas,182 Santa Eugenia,Santa Eugenia,,,,2009,2545.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,,,,2009,
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,Valdebernardo – Valderribas,40.401672,-3.621428,2009,2914.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,El Cañaveral - Los Berrocales,40.401441,-3.552554,2009,
Spain,Madrid,Vicálvaro,192 Ambroz,Ambroz,,,,2009,2584.0
Spain,Madrid,San Blas-Canillejas,201 Simancas,Simancas,,,,2009,3210.0
Spain,Madrid,San Blas-Canillejas,202 Hellín,Hellín,,,,2009,
Spain,Madrid,San Blas-Canillejas,203 Amposta,Amposta,,,,2009,
Spain,Madrid,San Blas-Canillejas,204 Arcos,Arcos,,,,2009,2550.0
Spain,Madrid,San Blas-Canillejas,205 Rosas,Rosas,,,,2009,3460.0
Spain,Madrid,San Blas-Canillejas,206 Rejas,Rejas,,,,2009,3187.0
Spain,Madrid,San Blas-Canillejas,207 Canillejas,Canillejas,,,,2009,2706.0
Spain,Madrid,San Blas-Canillejas,208 El Salvador,Salvador,,,,2009,
Spain,Madrid,Barajas,211 Alameda de Osuna,Alameda de Osuna,,,,2009,3283.0
Spain,Madrid,Barajas,212 Aeropuerto,Aeropuerto,,,,2009,
Spain,Madrid,Barajas,213 Casco Histórico de Barajas,Casco Histórico de Barajas,,,,2009,
Spain,Madrid,Barajas,214 Timón,Timón,,,,2009,3337.0
Spain,Madrid,Barajas,215 Corralejos,Campo de las Naciones-Corralejos,,,,2009,4191.0
Spain,Madrid,Centro,011 Palacio,Palacio,,,,2010,4113.0
Spain,Madrid,Centro,012 Embajadores,Lavapiés-Embajadores,,,,2010,3489.0
Spain,Madrid,Centro,013 Cortes,Huertas-Cortes,,,,2010,4272.0
Spain,Madrid,Centro,014 Justicia,Chueca-Justicia,,,,2010,4653.0
Spain,Madrid,Centro,015 Universidad,Malasaña-Universidad,,,,2010,3953.0
Spain,Madrid,Centro,016 Sol,Sol,,,,2010,4183.0
Spain,Madrid,Arganzuela,021 Imperial,Imperial,,,,2010,3352.0
Spain,Madrid,Arganzuela,022 Las Acacias,Acacias,,,,2010,3588.0
Spain,Madrid,Arganzuela,023 La Chopera,Chopera,,,,2010,3123.0
Spain,Madrid,Arganzuela,024 Legazpi,Legazpi,,,,2010,4010.0
Spain,Madrid,Arganzuela,025 Delicias,Delicias,,,,2010,3375.0
Spain,Madrid,Arganzuela,026 Palos de Moguer,Palos de Moguer,,,,2010,3595.0
Spain,Madrid,Arganzuela,027 Atocha,Atocha,,,,2010,
Spain,Madrid,Retiro,031 Pacífico,Pacífico,,,,2010,3789.0
Spain,Madrid,Retiro,032 Adelfas,Adelfas,,,,2010,3677.0
Spain,Madrid,Retiro,033 Estrella,Estrella,,,,2010,3817.0
Spain,Madrid,Retiro,034 Ibiza,Ibiza,,,,2010,4253.0
Spain,Madrid,Retiro,035 Jerónimos,Jerónimos,,,,2010,6754.0
Spain,Madrid,Retiro,036 Niño Jesús,Niño Jesús,,,,2010,4514.0
